timestamp,gyro_x,gyro_y,gyro_z,orin_x,orin_y,orin_z,orin_w,roll,pitch,yaw,acc_x,acc_y,acc_z,Key
6937945,-0.4375,-1.25,0.0625,0.298401,0.248047,-0.532654,-0.7521359999999999,-0.795499,-0.055269500000000006,1.25563,0.0532227,-0.713379,0.722168,Enter
6961110,-2.5,-2.125,-1.0,0.29834,0.24847399999999997,-0.532593,-0.752075,-0.795959,-0.055984400000000004,1.25593,0.0576172,-0.7075199999999999,0.713867,Enter
6977140,-7.5625,-2.75,-1.625,0.29882800000000004,0.2494510000000001,-0.532288,-0.751831,-0.798107,-0.056995400000000015,1.25627,0.054199199999999996,-0.698242,0.715332,Enter
6998137,-13.6875,-1.6875,-2.75,0.2995,0.250916,-0.531433,-0.751648,-0.801154,-0.0589064,1.25585,0.0883789,-0.645996,0.719238,Enter
7021138,-17.5625,-2.0,-2.8125,0.30127,0.253052,-0.530334,-0.750977,-0.807002,-0.060561699999999996,1.2556200000000002,0.0820313,-0.726563,0.711426,Enter
7037137,-7.125,-1.75,-3.1875,0.302124,0.254395,-0.529602,-0.750732,-0.81025,-0.0619931,1.2554,0.07910160000000001,-0.7983399999999999,0.713867,Enter
7057863,2.875,-0.3125,-0.125,0.302002,0.254333,-0.529663,-0.750732,-0.809948,-0.0619939,1.25546,0.060058600000000004,-0.775879,0.694824,Enter
7080353,1.9375,-1.1875,3.0625,0.30236799999999997,0.25402800000000003,-0.530273,-0.7502439999999999,-0.810211,-0.0605279,1.25653,0.022949200000000003,-0.766113,0.6811520000000001,Enter
7096368,-1.5,-2.0625,6.0625,0.30304000000000003,0.254089,-0.5311279999999999,-0.74939,-0.811528,-0.0589524,1.25855,0.0371094,-0.766602,0.687988,Enter
7117640,-0.8125,-0.375,5.6875,0.303528,0.253601,-0.531982,-0.748718,-0.811763,-0.056839199999999986,1.25996,0.023925799999999997,-0.713379,0.679199,Enter
7141356,-2.0,0.1875,1.3125,0.303772,0.253601,-0.532104,-0.7485350000000001,-0.8121970000000001,-0.056411699999999995,1.26025,0.053710900000000006,-0.710938,0.689941,Enter
7157231,2.5,-1.0,-1.875,0.303223,0.253662,-0.531982,-0.74884,-0.8113199999999999,-0.057317999999999994,1.26003,0.0698242,-0.741211,0.701172,Enter
7178208,10.5625,-1.625,-1.0,0.301636,0.253357,-0.532227,-0.74939,-0.8081510000000001,-0.0586827,1.2602200000000001,0.09082029999999999,-0.7514649999999999,0.688477,Enter
7201182,16.4375,-1.75,-1.6875,0.29998800000000003,0.252197,-0.532837,-0.75,-0.803769,-0.0586403,1.26035,0.022949200000000003,-0.766602,0.663086,Enter
7216216,1.375,6.25,7.75,0.299683,0.250916,-0.533508,-0.750061,-0.801567,-0.0566679,1.26053,0.118164,-0.6679689999999999,0.743164,Enter
7237190,-13.4375,4.4375,6.125,0.302185,0.25,-0.534058,-0.749023,-0.804763,-0.0517664,1.2609,-0.04199219999999999,-0.65332,0.716309,Enter
7260992,-19.375,1.625,0.3125,0.304871,0.25183099999999997,-0.533081,-0.7479859999999999,-0.811812,-0.051713699999999994,1.26063,0.0703125,-0.797363,0.733887,Enter
7277200,7.6875,2.0625,-1.5625,0.30395500000000003,0.25116,-0.532959,-0.748657,-0.8093130000000001,-0.0520974,1.2596399999999999,0.07470700000000001,-0.741211,0.694336,Enter
7297203,13.1875,0.9375,-3.5,0.301819,0.249756,-0.533142,-0.7498779999999999,-0.803746,-0.0527726,1.2585600000000001,0.0576172,-0.688477,0.711426,Enter
7321268,8.0,-3.75,-4.4375,0.29998800000000003,0.249756,-0.533081,-0.750671,-0.800558,-0.0551615,1.25839,0.06689450000000001,-0.698242,0.694336,Enter
7336204,3.6875,-3.4375,-0.5,0.299133,0.25012199999999996,-0.5332640000000001,-0.750793,-0.7995770000000001,-0.0565761,1.2591700000000001,0.07910160000000001,-0.7358399999999999,0.7045899999999999,Enter
7357995,-2.125,0.5625,1.875,0.299683,0.249939,-0.533447,-0.750488,-0.800294,-0.05545119999999999,1.2594,0.03417969999999998,-0.729004,0.711426,Enter
7380511,-6.3125,1.0,1.5625,0.301086,0.25,-0.533508,-0.7498779999999999,-0.80283,-0.053700599999999994,1.2596399999999999,0.0126953,-0.748047,0.700195,Enter
7396511,-1.875,1.0,-0.0625,0.301514,0.250183,-0.533325,-0.7497560000000001,-0.8038,-0.053568399999999995,1.25942,0.055664099999999994,-0.75,0.703613,Enter
